text_id,paragraph_id,sentence_id,token_id,token,lemma,pos,dep_rel,head_token_id,token_clean,lemma_clean,is_blank_lemma_clean,is_x_pos,abstractness_concreteness,concreteness,imageability,abstractness_proxy
HUMAN_BASELINE_001,1,2,10,wird,werden,AUX,aux:pass,13,wird,werden,FALSE,FALSE,3.133,3.133,3.913,-3.133
HUMAN_BASELINE_001,1,2,11,als,als,CCONJ,case,12,als,als,FALSE,FALSE,3.394,3.394,4.061,-3.394
HUMAN_BASELINE_001,1,2,12,Digitalisierung,digitalisierung,NOUN,obl,13,digitalisierung,digitalisierung,FALSE,FALSE,3.737,3.737,3.872,-3.737
HUMAN_BASELINE_001,1,2,13,bezeichnet,bezeichnen,VERB,root,0,bezeichnet,bezeichnen,FALSE,FALSE,2.842,2.842,1.774,-2.842
HUMAN_BASELINE_001,1,2,14,.,.,PUNCT,punct,13,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,3,1,Schon,schon,ADV,advmod,2,schon,schon,FALSE,FALSE,3.734,3.734,4.087,-3.734
HUMAN_BASELINE_001,1,3,2,jetzt,jetzt,ADV,advmod,5,jetzt,jetzt,FALSE,FALSE,3.6550000000000002,3.6550000000000002,4.396,-3.6550000000000002
HUMAN_BASELINE_001,1,3,3,ist,sein,AUX,cop,5,ist,sein,FALSE,FALSE,2.993,2.993,3.9255000000000004,-2.993
HUMAN_BASELINE_001,1,3,4,es,es,PRON,expl,5,es,es,FALSE,FALSE,4.004,4.004,3.7455,-4.004
HUMAN_BASELINE_001,1,3,5,möglich,möglich,ADJ,root,0,möglich,möglich,FALSE,FALSE,2.55,2.55,2.466,-2.55
HUMAN_BASELINE_001,1,3,6,",",",",PUNCT,punct,15,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,3,7,zahlreiche,zahlreich,ADJ,amod,8,zahlreiche,zahlreich,FALSE,FALSE,4.6795,4.6795,5.7285,-4.6795
HUMAN_BASELINE_001,1,3,8,Arbeiten,arbeit,NOUN,obj,13,arbeiten,arbeit,FALSE,FALSE,4.038,4.038,5.449,-4.038
HUMAN_BASELINE_001,1,3,9,von,von,ADP,case,10,von,von,FALSE,FALSE,3.7095,3.7095,4.561,-3.7095
HUMAN_BASELINE_001,1,3,10,Computern,computer,NOUN,nmod,8,computern,computer,FALSE,FALSE,6.632,6.632,5.846,-6.632
HUMAN_BASELINE_001,1,3,11,und,und,CCONJ,cc,12,und,und,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,3,12,Apparaten,apparat,NOUN,conj,10,apparaten,apparat,FALSE,FALSE,4.881,4.881,5.686,-4.881
HUMAN_BASELINE_001,1,3,13,erledigen,erledigen,VERB,xcomp,15,erledigen,erledigen,FALSE,FALSE,3.7195,3.7195,4.4375,-3.7195
HUMAN_BASELINE_001,1,3,14,zu,zu,PART,mark,15,zu,zu,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,3,15,lassen,lassen,VERB,csubj,5,lassen,lassen,FALSE,FALSE,3.127,3.127,4.314500000000001,-3.127
HUMAN_BASELINE_001,1,3,16,.,.,PUNCT,punct,5,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,4,1,Da,da,ADV,advmod,2,da,da,FALSE,FALSE,3.9745,3.9745,3.9029999999999996,-3.9745
HUMAN_BASELINE_001,1,4,2,überrascht,überraschen,VERB,root,0,überrascht,überraschen,FALSE,FALSE,3.5149999999999997,3.5149999999999997,3.388,-3.5149999999999997
HUMAN_BASELINE_001,1,4,3,es,es,PRON,expl,2,es,es,FALSE,FALSE,4.004,4.004,3.7455,-4.004
HUMAN_BASELINE_001,1,4,4,gar,gar,ADV,advmod,2,gar,gar,FALSE,FALSE,2.335,2.335,2.941,-2.335
HUMAN_BASELINE_001,1,4,5,nicht,nicht,PART,advmod,2,nicht,nicht,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,4,6,",",",",PUNCT,punct,14,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,4,7,dass,dass,SCONJ,mark,14,dass,dass,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,4,8,der,der,DET,det,10,der,der,FALSE,FALSE,2.852,2.852,3.911,-2.852
HUMAN_BASELINE_001,1,4,9,technische,technisch,ADJ,amod,10,technische,technisch,FALSE,FALSE,3.264,3.264,3.677,-3.264
HUMAN_BASELINE_001,1,4,10,Fortschritt,fortschritt,NOUN,nsubj:pass,14,fortschritt,fortschritt,FALSE,FALSE,2.472,2.472,2.978,-2.472
HUMAN_BASELINE_001,1,4,11,nicht,nicht,PART,advmod,14,nicht,nicht,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,4,12,nur,nur,ADV,advmod,14,nur,nur,FALSE,FALSE,3.029,3.029,3.4139999999999997,-3.029
HUMAN_BASELINE_001,1,4,13,positiv,positiv,ADJ,advmod,14,positiv,positiv,FALSE,FALSE,3.2065,3.2065,3.8285,-3.2065
HUMAN_BASELINE_001,1,4,14,beurteilt,beurteilen,VERB,csubj,2,beurteilt,beurteilen,FALSE,FALSE,2.541,2.541,2.5705,-2.541
HUMAN_BASELINE_001,1,4,15,wird,werden,AUX,aux:pass,14,wird,werden,FALSE,FALSE,3.133,3.133,3.913,-3.133
HUMAN_BASELINE_001,1,4,16,.,.,PUNCT,punct,2,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,5,1,Ein,ein,DET,det,3,ein,ein,FALSE,FALSE,4.281,4.281,5.014,-4.281
HUMAN_BASELINE_001,1,5,2,mögliches,möglich,ADJ,amod,3,mögliches,möglich,FALSE,FALSE,2.55,2.55,2.466,-2.55
HUMAN_BASELINE_001,1,5,3,Ereignis,ereignis,NOUN,root,0,ereignis,ereignis,FALSE,FALSE,3.179,3.179,4.422,-3.179
HUMAN_BASELINE_001,1,5,4,",",",",PUNCT,punct,10,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,5,5,vor,vor,ADP,case,6,vor,vor,FALSE,FALSE,4.492,4.492,5.671,-4.492
HUMAN_BASELINE_001,1,5,6,dem,dem,PRON,obl,10,dem,dem,FALSE,FALSE,3.199,3.199,3.516,-3.199
HUMAN_BASELINE_001,1,5,7,sich,sich,PRON,obj,10,sich,sich,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,5,8,viele,viel,ADJ,amod,9,viele,viel,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,5,9,Manschen,manschen,NOUN,nsubj,10,manschen,manschen,FALSE,FALSE,4.939,4.939,5.836,-4.939
HUMAN_BASELINE_001,1,5,10,fürchten,fürchten,VERB,acl,3,fürchten,fürchten,FALSE,FALSE,2.96,2.96,4.8355,-2.96
HUMAN_BASELINE_001,1,5,11,",",",",PUNCT,punct,10,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,5,12,ist,sein,AUX,cop,3,ist,sein,FALSE,FALSE,2.993,2.993,3.9255000000000004,-2.993
HUMAN_BASELINE_001,1,5,13,der,der,DET,det,14,der,der,FALSE,FALSE,2.852,2.852,3.911,-2.852
HUMAN_BASELINE_001,1,5,14,Verlust,verlust,NOUN,nsubj,3,verlust,verlust,FALSE,FALSE,2.908,2.908,2.949,-2.908
HUMAN_BASELINE_001,1,5,15,des,des,DET,det,17,des,des,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,5,16,eigenen,eigen,ADJ,amod,17,eigenen,eigen,FALSE,FALSE,2.9735,2.9735,3.069,-2.9735
HUMAN_BASELINE_001,1,5,17,Arbeitsplatzes,platz,NOUN,nmod,14,arbeitsplatzes,platz,FALSE,FALSE,4.599,4.599,5.695,-4.599
HUMAN_BASELINE_001,1,5,18,.,.,PUNCT,punct,3,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,6,1,Werden,werden,AUX,aux:pass,8,werden,werden,FALSE,FALSE,3.133,3.133,3.913,-3.133
HUMAN_BASELINE_001,1,6,2,wir,wir,PRON,nsubj:pass,8,wir,wir,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,6,3,also,also,ADV,advmod,8,also,also,FALSE,FALSE,3.11,3.11,3.602,-3.11
HUMAN_BASELINE_001,1,6,4,schon,schon,ADV,advmod,5,schon,schon,FALSE,FALSE,3.734,3.734,4.087,-3.734
HUMAN_BASELINE_001,1,6,5,bald,bald,ADV,advmod,8,bald,bald,FALSE,FALSE,3.445,3.445,4.378,-3.445
HUMAN_BASELINE_001,1,6,6,von,von,ADP,case,7,von,von,FALSE,FALSE,3.7095,3.7095,4.561,-3.7095
HUMAN_BASELINE_001,1,6,7,Maschinen,maschine,NOUN,obl,8,maschinen,maschine,FALSE,FALSE,6.4685,6.4685,6.0385,-6.4685
HUMAN_BASELINE_001,1,6,8,ersetzt,ersetzen,VERB,root,0,ersetzt,ersetzen,FALSE,FALSE,3.819,3.819,3.0435,-3.819
HUMAN_BASELINE_001,1,6,9,?,?,PUNCT,punct,8,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,7,1,Wird,werden,AUX,aux,8,wird,werden,FALSE,FALSE,3.133,3.133,3.913,-3.133
HUMAN_BASELINE_001,1,7,2,es,es,PRON,nsubj,8,es,es,FALSE,FALSE,4.004,4.004,3.7455,-4.004
HUMAN_BASELINE_001,1,7,3,nicht,nicht,PART,advmod,8,nicht,nicht,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,7,4,genügend,genügen,ADJ,advmod,8,genügend,genügen,FALSE,FALSE,2.6015,2.6015,2.7875,-2.6015
HUMAN_BASELINE_001,1,7,5,Arbeitsplätze,platz,NOUN,obj,8,arbeitsplätze,platz,FALSE,FALSE,4.599,4.599,5.695,-4.599
HUMAN_BASELINE_001,1,7,6,für,für,ADP,case,7,für,für,FALSE,FALSE,3.274,3.274,4.215,-3.274
HUMAN_BASELINE_001,1,7,7,alle,all,PRON,nmod,5,alle,all,FALSE,FALSE,3.825,3.825,5.311,-3.825
HUMAN_BASELINE_001,1,7,8,geben,geben,VERB,root,0,geben,geben,FALSE,FALSE,3.0895,3.0895,3.7085,-3.0895
HUMAN_BASELINE_001,1,7,9,?,?,PUNCT,punct,8,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,8,1,Wie,wie,ADV,advmod,7,wie,wie,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,8,2,wird,werden,AUX,aux,7,wird,werden,FALSE,FALSE,3.133,3.133,3.913,-3.133
HUMAN_BASELINE_001,1,8,3,Arbeit,arbeit,NOUN,nsubj,7,arbeit,arbeit,FALSE,FALSE,4.038,4.038,5.449,-4.038
HUMAN_BASELINE_001,1,8,4,in,in,ADP,case,6,in,in,FALSE,FALSE,3.6386666666666665,3.6386666666666665,4.609,-3.6386666666666665
HUMAN_BASELINE_001,1,8,5,30,30,NUM,nummod,6,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,8,6,Jahren,jahr,NOUN,obl,7,jahren,jahr,FALSE,FALSE,4.273,4.273,4.215,-4.273
HUMAN_BASELINE_001,1,8,7,aussehen,aussehen,VERB,root,0,aussehen,aussehen,FALSE,FALSE,3.9015,3.9015,4.774,-3.9015
HUMAN_BASELINE_001,1,8,8,?,?,PUNCT,punct,7,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,9,1,Bisher,bisher,ADV,advmod,8,bisher,bisher,FALSE,FALSE,3.267,3.267,2.177,-3.267
HUMAN_BASELINE_001,1,9,2,haben,haben,AUX,aux,8,haben,haben,FALSE,FALSE,3.3865,3.3865,4.522500000000001,-3.3865
HUMAN_BASELINE_001,1,9,3,Maschinen,maschine,NOUN,obl,8,maschinen,maschine,FALSE,FALSE,6.4685,6.4685,6.0385,-6.4685
HUMAN_BASELINE_001,1,9,4,und,und,CCONJ,cc,5,und,und,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,9,5,Geräte,gerät,NOUN,conj,3,geräte,gerät,FALSE,FALSE,6.146,6.146,5.369,-6.146
HUMAN_BASELINE_001,1,9,6,verschiedene,verscheiden,ADJ,amod,7,verschiedene,verscheiden,FALSE,FALSE,1.809,1.809,1.943,-1.809
HUMAN_BASELINE_001,1,9,7,Tätigkeiten,tätigkeit,NOUN,obj,8,tätigkeiten,tätigkeit,FALSE,FALSE,3.323,3.323,3.437,-3.323
HUMAN_BASELINE_001,1,9,8,übernommen,übernehmen,VERB,root,0,übernommen,übernehmen,FALSE,FALSE,3.484,3.484,2.976,-3.484
HUMAN_BASELINE_001,1,9,9,",",",",PUNCT,punct,16,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,9,10,die,die,PRON,nsubj,16,die,die,FALSE,FALSE,3.035,3.035,3.998,-3.035
HUMAN_BASELINE_001,1,9,11,als,als,CCONJ,mark,12,als,als,FALSE,FALSE,3.394,3.394,4.061,-3.394
HUMAN_BASELINE_001,1,9,12,gefährlich,gefährlich,ADJ,advcl,16,gefährlich,gefährlich,FALSE,FALSE,3.305,3.305,4.404,-3.305
HUMAN_BASELINE_001,1,9,13,oder,oder,CCONJ,cc,15,oder,oder,FALSE,FALSE,3.851,3.851,3.495,-3.851
HUMAN_BASELINE_001,1,9,14,sehr,sehr,ADV,advmod,15,sehr,sehr,FALSE,FALSE,3.44,3.44,3.218,-3.44
HUMAN_BASELINE_001,1,9,15,einfach,einfach,ADJ,conj,12,einfach,einfach,FALSE,FALSE,3.393,3.393,4.436,-3.393
HUMAN_BASELINE_001,1,9,16,galten,gelten,VERB,acl,7,galten,gelten,FALSE,FALSE,2.5315,2.5315,2.374,-2.5315
HUMAN_BASELINE_001,1,9,17,.,.,PUNCT,punct,8,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,10,1,Außerdem,außerdem,ADV,advmod,13,außerdem,außerdem,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,10,2,hat,haben,AUX,aux,13,hat,haben,FALSE,FALSE,3.3865,3.3865,4.522500000000001,-3.3865
HUMAN_BASELINE_001,1,10,3,sich,sich,PRON,expl:pv,13,sich,sich,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,10,4,die,die,DET,det,5,die,die,FALSE,FALSE,3.035,3.035,3.998,-3.035
HUMAN_BASELINE_001,1,10,5,Automatisierung,automatisierung,NOUN,nsubj,13,automatisierung,automatisierung,FALSE,FALSE,3.402,3.402,2.851,-3.402
HUMAN_BASELINE_001,1,10,6,in,in,ADP,case,9,in,in,FALSE,FALSE,3.6386666666666665,3.6386666666666665,4.609,-3.6386666666666665
HUMAN_BASELINE_001,1,10,7,der,der,DET,det,9,der,der,FALSE,FALSE,2.852,2.852,3.911,-2.852
HUMAN_BASELINE_001,1,10,8,industriellen,industriell,ADJ,amod,9,industriellen,industriell,FALSE,FALSE,3.389,3.389,3.655,-3.389
HUMAN_BASELINE_001,1,10,9,Produktion,produktion,NOUN,nmod,5,produktion,produktion,FALSE,FALSE,4.131,4.131,4.519,-4.131
HUMAN_BASELINE_001,1,10,10,als,als,CCONJ,mark,12,als,als,FALSE,FALSE,3.394,3.394,4.061,-3.394
HUMAN_BASELINE_001,1,10,11,sehr,sehr,ADV,advmod,12,sehr,sehr,FALSE,FALSE,3.44,3.44,3.218,-3.44
HUMAN_BASELINE_001,1,10,12,kosteneffizient,kosteneffizient,ADJ,advcl,13,kosteneffizient,kosteneffizient,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,10,13,erwiesen,erweisen,VERB,root,0,erwiesen,erweisen,FALSE,FALSE,2.222,2.222,1.486,-2.222
HUMAN_BASELINE_001,1,10,14,",",",",PUNCT,punct,24,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,10,15,was,was,PRON,nsubj,24,was,was,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,10,16,zu,zu,ADP,case,18,zu,zu,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,10,17,drastischen,drastisch,ADJ,amod,18,drastischen,drastisch,FALSE,FALSE,2.732,2.732,3.063,-2.732
HUMAN_BASELINE_001,1,10,18,Veränderungen,veränderung,NOUN,obj,24,veränderungen,veränderung,FALSE,FALSE,2.867,2.867,2.851,-2.867
HUMAN_BASELINE_001,1,10,19,der,der,DET,det,20,der,der,FALSE,FALSE,2.852,2.852,3.911,-2.852
HUMAN_BASELINE_001,1,10,20,Arbeitsplätze,platz,NOUN,nmod,18,arbeitsplätze,platz,FALSE,FALSE,4.599,4.599,5.695,-4.599
HUMAN_BASELINE_001,1,10,21,in,in,ADP,case,23,in,in,FALSE,FALSE,3.6386666666666665,3.6386666666666665,4.609,-3.6386666666666665
HUMAN_BASELINE_001,1,10,22,dieser,dies,DET,det,23,dieser,dies,FALSE,FALSE,1.664,1.664,2.909,-1.664
HUMAN_BASELINE_001,1,10,23,Branche,branche,NOUN,nmod,20,branche,branche,FALSE,FALSE,5.218,5.218,3.64,-5.218
HUMAN_BASELINE_001,1,10,24,geführt,führen,VERB,acl,13,geführt,führen,FALSE,FALSE,3.262,3.262,3.8195,-3.262
HUMAN_BASELINE_001,1,10,25,hat,haben,AUX,aux,24,hat,haben,FALSE,FALSE,3.3865,3.3865,4.522500000000001,-3.3865
HUMAN_BASELINE_001,1,10,26,.,.,PUNCT,punct,13,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,11,1,Woran,woran,ADV,advmod,5,woran,woran,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,11,2,heutzutage,heutzutage,ADV,advmod,5,heutzutage,heutzutage,FALSE,FALSE,3.221,3.221,3,-3.221
HUMAN_BASELINE_001,1,11,3,kaum,kaum,ADV,advmod,5,kaum,kaum,FALSE,FALSE,2.669,2.669,2.459,-2.669
HUMAN_BASELINE_001,1,11,4,noch,noch,ADV,advmod,5,noch,noch,FALSE,FALSE,3.232,3.232,3.702,-3.232
HUMAN_BASELINE_001,1,11,5,zweifelt,zweifeln,ADJ,advmod,7,zweifelt,zweifeln,FALSE,FALSE,2.3049999999999997,2.3049999999999997,3.439,-2.3049999999999997
HUMAN_BASELINE_001,1,11,6,",",",",PUNCT,punct,5,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,11,7,ist,sein,AUX,root,0,ist,sein,FALSE,FALSE,2.993,2.993,3.9255000000000004,-2.993
HUMAN_BASELINE_001,1,11,8,die,die,DET,det,9,die,die,FALSE,FALSE,3.035,3.035,3.998,-3.035
HUMAN_BASELINE_001,1,11,9,Annahme,annahme,NOUN,nsubj,7,annahme,annahme,FALSE,FALSE,2.786,2.786,2.691,-2.786
HUMAN_BASELINE_001,1,11,10,",",",",PUNCT,punct,18,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,11,11,dass,dass,SCONJ,mark,18,dass,dass,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,11,12,viele,viel,ADJ,amod,14,viele,viel,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,11,13,traditionelle,traditionell,ADJ,amod,14,traditionelle,traditionell,FALSE,FALSE,3.607,3.607,4.633,-3.607
HUMAN_BASELINE_001,1,11,14,Lebensläufe,lebenslauf,NOUN,nsubj,18,lebensläufe,lebenslauf,FALSE,FALSE,4.652,4.652,4.56,-4.652
HUMAN_BASELINE_001,1,11,15,in,in,ADP,case,17,in,in,FALSE,FALSE,3.6386666666666665,3.6386666666666665,4.609,-3.6386666666666665
HUMAN_BASELINE_001,1,11,16,naher,nah,ADJ,amod,17,naher,nah,FALSE,FALSE,3.074,3.074,4.842,-3.074
HUMAN_BASELINE_001,1,11,17,Zukunft,zukunft,NOUN,obl,18,zukunft,zukunft,FALSE,FALSE,3.092,3.092,3.613,-3.092
HUMAN_BASELINE_001,1,11,18,verschwinden,verschwinden,VERB,ccomp,9,verschwinden,verschwinden,FALSE,FALSE,3.8914999999999997,3.8914999999999997,4.2585,-3.8914999999999997
HUMAN_BASELINE_001,1,11,19,werden,werden,AUX,aux,18,werden,werden,FALSE,FALSE,3.133,3.133,3.913,-3.133
HUMAN_BASELINE_001,1,11,20,.,.,PUNCT,punct,7,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,12,1,Schon,schon,ADV,advmod,2,schon,schon,FALSE,FALSE,3.734,3.734,4.087,-3.734
HUMAN_BASELINE_001,1,12,2,jetzt,jetzt,ADV,advmod,3,jetzt,jetzt,FALSE,FALSE,3.6550000000000002,3.6550000000000002,4.396,-3.6550000000000002
HUMAN_BASELINE_001,1,12,3,gibt,geben,VERB,root,0,gibt,geben,FALSE,FALSE,3.0895,3.0895,3.7085,-3.0895
HUMAN_BASELINE_001,1,12,4,es,es,PRON,nsubj,3,es,es,FALSE,FALSE,4.004,4.004,3.7455,-4.004
HUMAN_BASELINE_001,1,12,5,Supermärkte,supermarkt,NOUN,obj,3,supermärkte,supermarkt,FALSE,FALSE,6.766,6.766,7.533,-6.766
HUMAN_BASELINE_001,1,12,6,ohne,ohne,ADP,case,7,ohne,ohne,FALSE,FALSE,2.553,2.553,2.494,-2.553
HUMAN_BASELINE_001,1,12,7,Kassierer,kassierer,NOUN,nmod,5,kassierer,kassierer,FALSE,FALSE,5.699,5.699,4.756,-5.699
HUMAN_BASELINE_001,1,12,8,",",",",PUNCT,punct,12,,,TRUE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,12,9,und,und,CCONJ,cc,12,und,und,FALSE,FALSE,NA,NA,NA,NA
HUMAN_BASELINE_001,1,12,10,am,am,ADP,case,11,am,am,FALSE,FALSE,4.275,4.275,6.039,-4.275
HUMAN_BASELINE_001,1,12,11,Flughafen,flughafen,NOUN,obl,12,flughafen,flughafen,FALSE,FALSE,6.956,6.956,7.261,-6.956
