text_id,model,segment_id_1,segment_id_2,sentence_order_1,sentence_order_2,x3s_adjacent_sentence_similarity,normalized_position
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_S020,BASIC_CHATGPT_NATIVE_001_S021,20,21,-0.09775410159729042,0.7619047619047619
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_S021,BASIC_CHATGPT_NATIVE_001_S022,21,22,-0.04490568176071137,0.8095238095238095
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_S022,BASIC_CHATGPT_NATIVE_001_S023,22,23,0.1624049945989383,0.8571428571428571
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_S023,BASIC_CHATGPT_NATIVE_001_S024,23,24,0.16651435039584866,0.9047619047619048
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_S024,BASIC_CHATGPT_NATIVE_001_S025,24,25,0.02324452466974588,0.9523809523809523
BASIC_CHATGPT_NATIVE_001,chatgpt_native,BASIC_CHATGPT_NATIVE_001_S025,BASIC_CHATGPT_NATIVE_001_S026,25,26,0.37843570446148034,1
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S002,BASIC_CLAUDE_NATIVE_001_S003,2,3,-0.09111462409478603,0
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S003,BASIC_CLAUDE_NATIVE_001_S004,3,4,0.10735496096787901,0.045454545454545456
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S004,BASIC_CLAUDE_NATIVE_001_S005,4,5,-0.04150004128492388,0.09090909090909091
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S005,BASIC_CLAUDE_NATIVE_001_S006,5,6,0.2835751684864649,0.13636363636363635
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S006,BASIC_CLAUDE_NATIVE_001_S007,6,7,-0.006169408857368174,0.18181818181818182
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S007,BASIC_CLAUDE_NATIVE_001_S009,7,9,0.005641443381850089,0.22727272727272727
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S009,BASIC_CLAUDE_NATIVE_001_S010,9,10,-0.027888889937691296,0.2727272727272727
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S010,BASIC_CLAUDE_NATIVE_001_S011,10,11,0.1689130976350058,0.3181818181818182
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S011,BASIC_CLAUDE_NATIVE_001_S012,11,12,0.08707026511843628,0.36363636363636365
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S012,BASIC_CLAUDE_NATIVE_001_S013,12,13,0.0049864880652689195,0.4090909090909091
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S013,BASIC_CLAUDE_NATIVE_001_S014,13,14,0.053752832272546375,0.45454545454545453
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S014,BASIC_CLAUDE_NATIVE_001_S015,14,15,-0.13952689658085798,0.5
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S015,BASIC_CLAUDE_NATIVE_001_S016,15,16,-0.16111327208121323,0.5454545454545454
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S016,BASIC_CLAUDE_NATIVE_001_S017,16,17,0.03802533591991929,0.5909090909090909
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S017,BASIC_CLAUDE_NATIVE_001_S018,17,18,-0.18989265885949524,0.6363636363636364
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S018,BASIC_CLAUDE_NATIVE_001_S019,18,19,-0.07409000764468689,0.6818181818181818
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S019,BASIC_CLAUDE_NATIVE_001_S020,19,20,-0.0848845969916795,0.7272727272727273
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S020,BASIC_CLAUDE_NATIVE_001_S021,20,21,0.3527336484484227,0.7727272727272727
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S021,BASIC_CLAUDE_NATIVE_001_S022,21,22,-0.21655354591331996,0.8181818181818182
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S022,BASIC_CLAUDE_NATIVE_001_S023,22,23,-0.357975028064869,0.8636363636363636
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S023,BASIC_CLAUDE_NATIVE_001_S024,23,24,-0.1306500362669556,0.9090909090909091
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S024,BASIC_CLAUDE_NATIVE_001_S025,24,25,0.02971993771963706,0.9545454545454546
BASIC_CLAUDE_NATIVE_001,claude_native,BASIC_CLAUDE_NATIVE_001_S025,BASIC_CLAUDE_NATIVE_001_S026,25,26,-0.043783783267932176,1
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S003,BASIC_GEMINI_NATIVE_001_S004,3,4,0.005044109480556624,0
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S004,BASIC_GEMINI_NATIVE_001_S005,4,5,0.32654756674111984,0.04
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S005,BASIC_GEMINI_NATIVE_001_S006,5,6,0.21989981142780357,0.08
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S006,BASIC_GEMINI_NATIVE_001_S007,6,7,0.16300114051245282,0.12
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S007,BASIC_GEMINI_NATIVE_001_S008,7,8,0.08760554521253226,0.16
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S008,BASIC_GEMINI_NATIVE_001_S009,8,9,0.46849452344283343,0.2
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S009,BASIC_GEMINI_NATIVE_001_S012,9,12,0.35921426452259536,0.24
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S012,BASIC_GEMINI_NATIVE_001_S013,12,13,0.05026188091934664,0.28
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S013,BASIC_GEMINI_NATIVE_001_S014,13,14,0.177804146005643,0.32
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S014,BASIC_GEMINI_NATIVE_001_S015,14,15,0.2956160161944143,0.36
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S015,BASIC_GEMINI_NATIVE_001_S016,15,16,0.16470663109824307,0.4
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S016,BASIC_GEMINI_NATIVE_001_S017,16,17,-0.2063948191771707,0.44
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S017,BASIC_GEMINI_NATIVE_001_S018,17,18,0.02262877549571449,0.48
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S018,BASIC_GEMINI_NATIVE_001_S019,18,19,0.10528900137718039,0.52
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S019,BASIC_GEMINI_NATIVE_001_S020,19,20,0.26142379530880594,0.56
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S020,BASIC_GEMINI_NATIVE_001_S021,20,21,0.293259946409437,0.6
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S021,BASIC_GEMINI_NATIVE_001_S024,21,24,0.18508840484077943,0.64
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S024,BASIC_GEMINI_NATIVE_001_S025,24,25,0.08120157295113589,0.68
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S025,BASIC_GEMINI_NATIVE_001_S026,25,26,0.4283896391255729,0.72
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S026,BASIC_GEMINI_NATIVE_001_S027,26,27,0.08754869704622228,0.76
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S027,BASIC_GEMINI_NATIVE_001_S028,27,28,0.03180742524658854,0.8
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S028,BASIC_GEMINI_NATIVE_001_S029,28,29,-0.08566212357054137,0.84
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S029,BASIC_GEMINI_NATIVE_001_S030,29,30,-0.2758640897636233,0.88
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S030,BASIC_GEMINI_NATIVE_001_S031,30,31,-0.04730504601620001,0.92
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S031,BASIC_GEMINI_NATIVE_001_S032,31,32,0.14080535312329845,0.96
BASIC_GEMINI_NATIVE_001,gemini_native,BASIC_GEMINI_NATIVE_001_S032,BASIC_GEMINI_NATIVE_001_S033,32,33,0.2743535041899925,1
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S001,HUMAN_BASELINE_001_S002,1,2,0.1888990054183154,0
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S002,HUMAN_BASELINE_001_S003,2,3,-0.2630221339670549,0.03333333333333333
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S003,HUMAN_BASELINE_001_S004,3,4,-0.07801738079316851,0.06666666666666667
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S004,HUMAN_BASELINE_001_S005,4,5,-0.029909731591767966,0.1
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S005,HUMAN_BASELINE_001_S006,5,6,0.03204013084343615,0.13333333333333333
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S006,HUMAN_BASELINE_001_S007,6,7,0.001318081453904038,0.16666666666666666
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S007,HUMAN_BASELINE_001_S008,7,8,0.07937081778442259,0.2
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S008,HUMAN_BASELINE_001_S009,8,9,0.12166927394300567,0.23333333333333334
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S009,HUMAN_BASELINE_001_S010,9,10,-0.04568251800939682,0.26666666666666666
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S010,HUMAN_BASELINE_001_S011,10,11,0.11039566147741792,0.3
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S011,HUMAN_BASELINE_001_S012,11,12,-0.04999278003860524,0.3333333333333333
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S012,HUMAN_BASELINE_001_S013,12,13,0.08383566106182491,0.36666666666666664
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S013,HUMAN_BASELINE_001_S014,13,14,0.1291114214532244,0.4
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S014,HUMAN_BASELINE_001_S015,14,15,0.18741580703391594,0.43333333333333335
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S015,HUMAN_BASELINE_001_S016,15,16,0.21109203754336986,0.4666666666666667
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S016,HUMAN_BASELINE_001_S017,16,17,-0.07275130775598036,0.5
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S017,HUMAN_BASELINE_001_S018,17,18,0.030875460565525908,0.5333333333333333
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S018,HUMAN_BASELINE_001_S019,18,19,-0.20302955253257038,0.5666666666666667
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S019,HUMAN_BASELINE_001_S020,19,20,0.09818485295249803,0.6
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S020,HUMAN_BASELINE_001_S021,20,21,0.07637581513313846,0.6333333333333333
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S021,HUMAN_BASELINE_001_S022,21,22,-0.21718258713607053,0.6666666666666666
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S022,HUMAN_BASELINE_001_S023,22,23,-0.12694642561113131,0.7
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S023,HUMAN_BASELINE_001_S024,23,24,0.10713636824938547,0.7333333333333333
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S024,HUMAN_BASELINE_001_S025,24,25,0.29241684122328115,0.7666666666666667
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S025,HUMAN_BASELINE_001_S026,25,26,0.08667118031281683,0.8
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S026,HUMAN_BASELINE_001_S027,26,27,-0.13285844894586965,0.8333333333333334
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S027,HUMAN_BASELINE_001_S028,27,28,0.02718741854993631,0.8666666666666667
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S028,HUMAN_BASELINE_001_S029,28,29,0.21084726127315934,0.9
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S029,HUMAN_BASELINE_001_S030,29,30,-0.2903172042163405,0.9333333333333333
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S030,HUMAN_BASELINE_001_S031,30,31,-0.11846586986564918,0.9666666666666667
HUMAN_BASELINE_001,human,HUMAN_BASELINE_001_S031,HUMAN_BASELINE_001_S032,31,32,-0.09014213311863899,1
